id,price,speed,hd,ram,screen,cores,cd,laptop,trend
1300,2195,17,20,14,15,26,no,no,4
1301,3416,35,7,16,19,22,yes,no,5
1302,3269,34,1,52,17,26,no,no,5
1303,4249,30,1,60,23,26,no,no,5
1304,2094,23,8,10,21,24,no,no,4
1305,1875,20,16,10,23,6,no,no,1
1306,2357,15,12,14,23,26,no,no,5
1307,937,22,12,10,12,10,no,yes,2
1308,1766,18,8,2,19,10,no,no,1
1309,2123,18,24,14,15,20,no,no,4
1310,3548,31,1,40,21,30,yes,no,4
1311,2956,20,8,14,23,14,yes,no,2
1312,3474,30,7,36,17,22,no,no,4
1313,1201,22,12,10,19,10,no,no,1
1314,3337,33,1,36,23,22,no,no,4
1315,2265,16,12,6,23,28,no,no,4
1316,1996,16,28,14,15,4,yes,no,1
1317,3785,37,1,40,23,28,no,no,4
1318,2982,23,8,6,19,12,no,no,2
1319,967,22,20,6,13,10,no,yes,1
1320,3479,32,5,48,19,30,no,no,5
1321,547,22,20,10,12,10,no,yes,1
1322,654,21,16,14,12,8,no,yes,1
1323,3134,39,1,56,19,28,no,no,5
1324,2631,21,28,2,21,20,no,no,5
1325,2113,22,24,10,15,24,no,no,5
1326,1933,16,12,6,21,6,no,no,2
1327,4118,34,3,60,15,22,no,no,5
1328,4122,35,1,36,23,14,no,no,2
1329,1079,23,8,6,12,8,no,yes,1
1330,4005,33,7,36,23,20,no,no,4
1331,903,16,28,6,11,4,no,yes,1
1332,2392,20,8,2,23,26,yes,no,5
1333,1314,16,28,14,19,6,no,no,2
1334,4096,31,3,44,17,22,yes,no,4
1335,2856,15,28,14,15,20,yes,no,4
1336,2406,20,24,2,21,18,no,no,4
1337,3330,37,7,16,15,18,no,no,5
1338,3457,30,1,24,21,16,no,no,2
1339,2823,16,12,2,17,26,no,no,4
1340,3039,33,3,52,15,30,no,no,4
1341,3342,33,1,24,19,28,no,no,4
1342,3950,36,7,32,23,18,no,no,4
1343,2008,16,8,10,19,16,yes,no,2
1344,2087,17,16,14,21,24,no,no,4
1345,958,17,12,6,12,6,no,yes,1
1346,4147,33,3,56,17,30,no,no,5
1347,2569,23,24,2,19,18,no,no,4
1348,905,17,16,14,12,8,no,yes,2
1349,2075,22,12,6,19,12,no,no,2
1350,1414,15,24,2,15,6,no,no,2
1351,903,18,28,10,12,10,no,yes,1
1352,3143,38,7,44,17,20,no,no,4
1353,3221,30,3,40,21,30,no,no,5
1354,587,16,20,6,12,6,no,yes,1
1355,3762,33,3,28,15,20,no,no,4
1356,3199,30,5,56,19,16,no,no,2
1357,2743,18,8,6,17,26,no,no,5
1358,1154,16,20,6,11,4,no,yes,2
1359,977,18,16,2,13,4,no,yes,2
1360,2462,15,8,14,17,28,no,no,4
1361,3811,33,7,24,15,14,no,no,2
1362,2786,23,16,10,21,20,no,no,4
1363,927,19,24,14,13,6,no,yes,1
1364,2323,21,24,6,17,16,no,no,1
1365,1565,22,12,2,23,10,no,no,2
1366,2781,20,28,2,17,28,no,no,4
1367,3542,39,1,24,19,16,no,no,2
1368,1273,22,16,2,21,4,no,no,2
1369,1410,18,16,6,23,6,no,no,2
1370,3496,34,3,44,21,16,yes,no,2
1371,2220,15,20,10,17,20,yes,no,4
1372,2881,21,28,6,23,12,no,no,1
1373,1342,15,20,10,17,8,no,no,1
1374,2778,16,28,10,17,16,no,no,1
1375,2215,22,8,10,21,12,no,no,2
1376,2152,21,28,10,23,24,yes,no,4
1377,2264,16,20,6,15,26,yes,no,4
1378,924,22,12,2,13,4,yes,no,2
1379,1710,17,8,10,17,10,no,no,1
1380,1870,23,8,6,23,10,no,no,1
1381,4343,31,5,20,17,28,no,no,4
1382,1181,22,28,2,13,4,no,yes,2
1383,3966,31,5,52,15,26,no,no,5
1384,538,21,20,6,11,4,no,yes,1
1385,631,24,12,2,11,8,no,yes,2
1386,3260,30,5,36,15,18,yes,no,4
1387,3155,32,5,24,21,28,no,no,5
1388,3763,31,1,36,19,20,no,no,4
1389,785,19,28,10,11,10,no,yes,2
1390,1809,17,16,10,21,10,no,no,2
1391,1305,18,20,10,21,8,no,no,2
1392,2283,16,8,2,23,24,no,no,5
1393,2522,18,16,14,21,24,no,no,5
1394,3544,35,5,28,17,16,yes,no,2
1395,1554,17,12,2,15,10,no,no,1
1396,1735,15,20,14,15,6,no,no,1
1397,2608,16,28,2,21,18,yes,no,4
1398,4209,34,5,20,15,26,no,no,4
1399,2308,16,24,2,19,20,yes,no,5
1400,2902,17,12,6,17,18,no,no,5
1401,3884,36,3,56,21,12,yes,no,1
1402,4115,34,7,40,23,26,no,no,5
1403,1631,23,20,6,17,10,no,no,2
1404,3553,35,1,36,15,30,no,no,4
1405,3659,32,3,52,21,26,no,no,4
1406,2151,19,8,14,15,28,no,no,4
1407,1255,23,24,6,23,8,no,no,1
1408,4067,31,7,28,21,20,no,no,4
1409,3867,35,7,36,21,26,no,no,5
1410,1534,20,12,10,21,6,no,no,2
1411,2940,19,28,10,15,14,yes,no,2
1412,976,22,8,6,12,8,yes,no,1
1413,3079,39,1,28,15,14,no,no,2
1414,1919,19,12,6,23,4,no,no,1
1415,2627,23,28,10,21,24,no,no,4
1416,3822,38,3,20,15,28,no,no,4
1417,4264,31,7,44,15,14,yes,no,1
1418,1146,24,12,14,11,8,no,yes,1
1419,4317,35,1,60,19,24,no,no,4
1420,1915,16,16,2,17,8,no,no,1
1421,1205,22,28,6,15,8,no,no,1
1422,1381,17,16,6,23,8,no,no,1
1423,888,22,20,10,11,10,yes,no,1
1424,886,15,24,10,12,6,no,yes,2
1425,2371,16,28,2,17,12,no,no,1
1426,1410,16,16,14,21,8,no,no,2
1427,2244,24,16,10,15,28,yes,no,4
1428,3097,34,7,36,23,26,no,no,4
1429,544,20,24,2,11,10,yes,no,1
1430,3878,37,1,16,19,16,no,no,2
1431,1112,15,28,6,12,10,yes,no,1
1432,3990,37,3,24,15,24,no,no,5
1433,2934,23,20,2,17,18,no,no,5
1434,3085,32,5,20,23,28,no,no,5
1435,1423,24,12,10,15,6,no,no,1
1436,1982,20,8,10,15,4,no,no,1
1437,1424,19,24,2,19,4,yes,no,1
1438,4170,37,5,48,23,24,no,no,4
1439,4171,38,3,52,19,28,no,no,5
1440,3957,36,1,48,17,16,no,no,1
1441,3640,34,1,28,19,14,yes,no,1
1442,1587,18,24,10,17,6,no,no,2
1443,1402,17,28,2,23,6,no,no,2
1444,1961,21,20,14,15,6,no,no,2
1445,4056,38,1,40,15,16,yes,no,2
1446,3233,33,7,16,23,12,no,no,1
1447,1662,22,24,10,15,10,no,no,2
1448,1861,23,12,2,21,6,no,no,2
1449,2003,24,12,10,21,12,no,no,2
1450,1542,24,24,2,19,10,no,no,1
1451,4343,34,7,48,19,12,no,no,1
1452,3263,37,7,56,23,16,no,no,1
1453,3928,33,1,16,21,24,yes,no,4
1454,574,24,20,6,13,6,no,yes,2
1455,1797,17,16,10,17,4,no,no,2
1456,3813,35,5,40,21,26,no,no,4
1457,3332,31,3,20,19,28,yes,no,5
1458,3838,39,1,36,15,26,no,no,4
1459,3799,38,1,32,21,16,no,no,2
1460,2956,20,8,2,15,14,yes,no,2
1461,2648,18,12,14,17,30,yes,no,5
1462,1065,22,28,10,12,6,no,yes,1
1463,2050,21,28,10,21,24,no,no,4
1464,4308,36,3,44,17,12,yes,no,2
1465,1600,15,20,10,19,8,yes,no,1
1466,3309,38,3,48,21,22,no,no,5
1467,3826,36,7,16,23,16,no,no,1
1468,3968,34,5,28,15,14,yes,no,1
1469,2678,22,12,14,21,18,no,no,4
1470,4079,35,5,52,15,24,no,no,4
1471,2018,22,16,6,23,14,no,no,1
1472,1569,18,24,6,21,6,no,no,1
1473,1098,20,8,2,13,6,no,yes,2
1474,1317,17,8,14,21,4,no,no,2
1475,3030,34,5,16,19,22,no,no,5
1476,1678,19,16,14,23,6,no,no,1
1477,4254,37,1,36,23,30,no,no,5
1478,3192,32,7,56,15,26,yes,no,4
1479,3063,36,5,60,21,30,no,no,5
1480,3874,34,7,52,21,24,no,no,4
1481,4252,32,1,48,17,26,yes,no,4
1482,1999,21,28,2,21,10,no,no,2
1483,1541,22,16,6,21,10,no,no,1
1484,3499,31,7,40,23,18,no,no,4
1485,2839,23,16,6,21,22,no,no,5
1486,4148,36,3,24,15,30,yes,no,4
1487,1152,19,24,10,11,10,yes,no,1
1488,2732,17,20,2,15,26,yes,no,4
1489,2948,18,24,6,15,16,yes,no,1
1490,2794,18,12,2,21,18,no,no,4
1491,4326,38,3,48,21,12,no,no,2
1492,4278,35,3,56,21,16,no,no,1
1493,1026,18,28,10,11,4,no,yes,1
1494,1286,18,8,2,17,6,no,no,2
1495,3259,31,3,40,15,26,no,no,5
1496,2015,20,16,6,15,30,no,no,5
1497,923,20,20,6,13,8,no,yes,1
1498,1378,18,12,10,21,8,no,no,1
1499,2318,21,12,14,19,16,no,no,2
1500,1203,16,24,6,17,8,no,no,2
1501,3079,39,5,32,17,20,no,no,5
1502,3201,37,3,28,23,22,no,no,4
1503,4033,38,1,32,21,18,no,no,5
1504,4231,39,7,20,17,20,no,no,4
1505,1252,16,24,2,17,8,yes,no,2
1506,2906,16,8,2,17,20,no,no,4
1507,3970,33,3,24,15,30,no,no,4
1508,587,21,8,14,13,10,no,yes,1
1509,1025,21,28,10,13,8,no,yes,1
1510,3196,30,5,52,15,24,yes,no,4
1511,2548,18,8,6,17,20,yes,no,5
1512,3911,33,7,24,23,30,no,no,4
1513,1561,23,12,6,23,4,no,no,1
1514,1433,19,28,14,19,8,no,no,1
1515,4114,32,5,24,17,22,no,no,4
1516,745,16,16,14,12,8,no,yes,1
1517,2501,23,28,14,21,18,no,no,4
1518,2740,24,8,2,19,22,yes,no,4
1519,3668,39,7,40,15,30,yes,no,4
1520,1323,16,8,10,15,8,no,no,1
1521,2180,15,16,6,15,16,yes,no,2
1522,2926,21,16,6,23,20,no,no,5
1523,3314,39,5,28,15,12,no,no,2
1524,1974,19,28,6,21,10,no,no,2
1525,1233,20,12,14,21,4,no,no,2
1526,1433,22,8,10,21,6,no,no,1
1527,2803,20,24,10,19,28,no,no,4
1528,3723,38,5,56,17,24,no,no,4
1529,2839,23,28,14,17,18,no,no,4
1530,2888,23,20,14,23,26,yes,no,4
1531,1124,19,16,6,12,8,yes,no,2
1532,2945,17,12,2,23,18,no,no,5
1533,514,17,20,2,13,10,no,yes,2
1534,1858,15,24,14,15,6,no,no,1
1535,2881,23,16,6,17,18,no,no,4
1536,518,15,28,2,13,6,no,yes,2
1537,3132,30,7,36,23,18,yes,no,4
1538,1158,18,16,14,13,8,no,yes,1
1539,2390,18,16,6,21,26,no,no,4
1540,4277,37,5,48,17,26,no,no,4
1541,3193,30,3,20,17,26,no,no,4
1542,3625,39,7,32,19,22,no,no,5
1543,3830,33,3,16,23,22,no,no,4
1544,4344,37,1,36,17,30,yes,no,5
1545,2910,20,28,2,21,28,no,no,4
1546,2647,20,12,10,15,18,no,no,5
1547,1493,22,20,2,17,6,no,no,1
1548,869,20,8,14,11,8,no,yes,2
1549,1294,19,20,6,19,10,no,no,2
1550,804,20,20,6,11,10,yes,no,2
1551,1352,15,16,6,19,6,yes,no,1
1552,1792,23,24,14,17,8,yes,no,1
1553,1706,18,12,2,15,8,no,no,1
1554,4173,33,7,20,19,26,no,no,5
1555,785,21,16,2,13,6,no,yes,2
1556,3343,31,1,28,19,16,no,no,2
1557,954,24,20,14,11,6,no,yes,1
1558,3855,36,3,48,21,12,no,no,2
1559,1980,22,12,2,19,6,yes,no,1
1560,3247,36,3,32,15,16,no,no,1
1561,2584,24,20,2,19,12,yes,no,1
1562,3621,37,7,52,17,30,no,no,4
1563,3207,35,3,16,19,30,no,no,5
1564,3558,30,3,60,17,28,no,no,5
1565,2312,23,12,6,21,20,yes,no,5
1566,1901,15,16,10,21,10,no,no,1
1567,2532,18,8,6,15,14,yes,no,1
1568,3497,36,1,28,23,20,no,no,5
1569,2439,21,24,14,23,14,no,no,2
1570,1184,23,28,14,11,10,yes,no,2
1571,663,21,20,14,13,4,no,yes,2
1572,2690,16,8,10,23,14,no,no,1
1573,1433,22,8,10,21,8,no,no,1
1574,3162,33,1,48,23,30,no,no,4
1575,3961,30,7,28,17,12,no,no,2
1576,1670,21,12,2,21,4,no,no,1
1577,775,15,12,10,11,6,no,yes,1
1578,2329,21,8,6,21,22,no,no,5
1579,2258,15,8,2,17,26,no,no,5
1580,4067,32,7,48,23,20,no,no,5
1581,4052,37,7,36,23,22,yes,no,4
1582,4106,35,1,48,19,30,no,no,4
1583,1109,15,16,14,13,8,no,yes,1
1584,3114,33,7,28,19,24,no,no,5
1585,2196,18,28,14,17,16,yes,no,2
1586,4213,32,5,32,21,26,no,no,4
1587,3974,35,5,32,19,26,no,no,5
1588,843,21,16,10,12,10,no,yes,1
1589,1557,17,12,10,15,6,no,no,2
1590,3751,30,1,56,23,20,no,no,4
1591,1609,20,8,10,15,10,no,no,2
1592,1007,23,16,10,12,10,no,yes,1
1593,1685,23,8,14,23,8,no,no,1
1594,1919,17,28,10,15,8,no,no,2
1595,662,23,12,10,12,10,no,yes,1
1596,1251,24,20,10,23,10,no,no,2
1597,1743,17,20,14,23,6,no,no,2
1598,510,18,8,10,13,6,no,yes,2
1599,3422,35,7,16,17,28,no,no,5
1600,3927,30,3,56,15,14,no,no,1
1601,3215,39,1,56,21,30,no,no,4
1602,3414,36,1,28,21,12,no,no,1
1603,2506,18,28,14,21,28,no,no,5
1604,2551,19,24,2,15,30,no,no,5
1605,3592,34,3,48,23,30,yes,no,4
1606,3993,38,7,20,19,16,no,no,2
1607,2241,18,20,2,15,14,no,no,2
1608,807,23,8,2,12,6,no,yes,2
1609,2445,16,28,6,21,16,no,no,2
1610,1448,16,24,2,21,6,yes,no,2
1611,1052,23,16,6,12,8,yes,no,1
1612,1995,17,8,6,15,4,no,no,1
1613,2460,20,28,10,15,28,yes,no,5
1614,1346,20,16,14,19,6,no,no,2
1615,1510,22,28,2,19,6,no,no,2
1616,1263,23,12,2,23,8,no,no,1
1617,792,19,16,14,12,4,yes,no,2
1618,1921,19,20,14,15,6,no,no,1
1619,1048,19,24,10,11,6,yes,no,2
1620,4198,38,1,36,17,22,no,no,5
1621,2043,20,12,10,17,16,no,no,2
1622,838,21,28,14,11,4,no,yes,2
1623,870,18,8,2,13,8,no,yes,1
1624,2588,20,8,6,23,26,yes,no,5
1625,3271,38,7,32,21,26,no,no,5
1626,3120,37,1,32,21,14,yes,no,2
1627,4322,35,3,32,17,20,no,no,4
1628,2846,17,24,10,21,24,no,no,4
1629,521,18,16,10,12,6,no,yes,1
1630,835,17,8,2,11,6,no,yes,1
1631,1222,18,28,14,15,10,no,no,1
1632,2597,15,28,6,17,20,no,no,4
1633,3245,32,3,40,21,26,no,no,5
1634,2321,19,28,14,15,26,no,no,4
1635,1981,18,24,14,21,8,no,no,1
1636,1029,15,16,6,12,6,no,yes,1
1637,3915,32,7,32,23,30,no,no,5
1638,1009,19,20,2,11,10,no,yes,2
1639,2294,21,28,2,23,28,no,no,4
1640,3570,39,3,16,17,12,no,no,2
1641,3937,36,1,60,23,16,no,no,2
1642,1478,17,20,2,15,10,no,no,1
1643,2577,24,12,6,19,24,no,no,5
1644,1740,19,8,10,19,8,yes,no,1
1645,1819,23,28,6,21,8,no,no,1
1646,4151,32,3,48,19,16,no,no,1
1647,4212,32,1,48,23,22,yes,no,4
1648,1099,24,28,6,11,8,no,yes,1
1649,2273,21,16,14,23,26,no,no,4
1650,2357,19,28,14,15,20,no,no,5
1651,4210,37,5,48,21,28,no,no,5
1652,4263,31,7,48,15,14,no,no,1
1653,1913,24,12,6,19,6,no,no,2
1654,1145,22,20,2,12,10,no,yes,2
1655,773,22,20,10,13,10,no,yes,2
1656,1994,23,28,10,15,10,no,no,2
1657,3815,38,7,44,15,30,no,no,5
1658,537,24,12,10,11,6,no,yes,1
1659,584,19,24,14,12,8,yes,no,2
1660,2463,15,28,2,21,12,no,no,1
1661,3137,35,5,16,23,16,no,no,1
1662,3121,30,3,36,21,24,no,no,4
1663,871,20,20,2,11,6,no,yes,2
1664,1479,21,28,14,19,4,no,no,1
1665,3309,36,1,28,21,24,no,no,4
1666,2699,17,24,2,15,16,no,no,2
1667,1221,18,24,14,19,8,no,no,2
1668,2493,21,8,2,17,30,no,no,5
1669,581,17,8,14,12,4,no,yes,1
1670,2275,22,28,6,17,20,no,no,4
1671,3392,39,7,32,23,16,yes,no,2
1672,3930,39,1,52,19,16,no,no,2
1673,2540,23,28,14,17,22,yes,no,4
1674,2853,21,16,2,21,24,no,no,5
1675,2566,17,8,10,17,26,no,no,4
1676,948,18,28,6,13,6,yes,no,1
1677,2448,20,24,10,15,22,yes,no,4
1678,4260,31,5,52,17,16,yes,no,1
1679,2987,15,24,10,15,28,no,no,5
1680,3039,36,3,40,15,26,no,no,4
1681,4121,32,3,20,19,24,no,no,5
1682,1059,21,24,10,11,6,no,yes,1
1683,1008,15,24,2,12,6,yes,no,2
1684,1848,17,8,10,15,8,yes,no,1
1685,1458,16,16,6,21,4,no,no,2
1686,2150,23,24,10,15,28,no,no,4
1687,676,24,12,2,12,6,yes,no,1
1688,2075,24,28,10,17,16,no,no,1
1689,2265,24,28,2,23,24,no,no,5
1690,1717,21,8,2,19,10,no,no,1
1691,808,22,20,10,11,8,yes,no,1
1692,2129,19,16,6,23,20,no,no,4
1693,765,16,12,10,12,8,no,yes,1
1694,3851,30,3,16,19,30,no,no,4
1695,2019,23,8,6,21,30,no,no,4
1696,2926,22,12,14,15,14,no,no,1
1697,1544,18,24,10,19,4,yes,no,1
1698,2510,17,24,2,19,22,no,no,4
1699,2891,18,20,6,23,22,no,no,5
1700,3715,39,3,36,21,18,no,no,4
1701,2673,17,8,14,23,26,no,no,5
1702,1364,24,16,6,15,6,yes,no,1
1703,1394,15,20,14,15,8,no,no,1
1704,2769,15,24,6,23,12,no,no,1
1705,3916,39,7,16,19,24,yes,no,4
1706,4142,39,5,56,15,20,no,no,5
1707,1211,20,12,2,21,10,no,no,2
1708,3819,38,1,28,19,26,no,no,5
1709,1937,20,28,2,21,6,no,no,2
1710,1393,21,8,10,15,4,no,no,1
1711,3550,32,3,24,15,14,no,no,2
1712,2858,23,28,2,15,16,no,no,2
1713,2988,15,24,6,19,14,yes,no,2
1714,2159,19,12,10,23,14,no,no,1
1715,3145,35,3,52,23,28,no,no,4
1716,2210,23,8,14,21,14,no,no,1
1717,4067,39,5,40,15,26,no,no,4
1718,3214,32,5,52,19,30,no,no,4
1719,2461,16,28,14,21,22,no,no,5
1720,3186,38,3,40,17,18,no,no,4
1721,3748,34,3,52,15,14,yes,no,1
1722,3867,37,7,40,17,30,no,no,4
1723,3852,36,1,28,15,26,yes,no,5
1724,2190,17,12,14,21,14,no,no,1
1725,1692,23,12,10,19,4,yes,no,1
1726,1509,15,24,10,17,8,no,no,1
1727,958,23,8,14,12,8,no,yes,2
1728,2030,20,12,2,17,14,no,no,2
1729,1332,18,28,14,17,6,yes,no,2
1730,2762,16,12,6,21,14,no,no,2
1731,2703,17,24,2,15,20,no,no,4
1732,695,22,24,10,13,4,no,yes,2
1733,651,16,16,14,13,4,no,yes,1
1734,537,20,20,14,12,8,no,yes,2
1735,2945,19,28,2,19,18,no,no,4
1736,3617,32,3,24,21,18,no,no,4
1737,3358,39,3,36,21,16,no,no,2
1738,1244,18,20,10,21,10,yes,no,2
1739,3143,37,3,36,21,16,no,no,1
1740,770,24,12,10,13,10,no,yes,1
1741,1775,17,8,2,23,10,no,no,2
1742,1503,18,16,6,15,8,no,no,1
1743,1479,19,16,10,17,4,no,no,2
1744,1497,22,12,10,15,8,no,no,1
1745,3084,36,7,60,23,12,yes,no,1
1746,1077,19,28,2,13,8,no,yes,1
1747,2766,22,16,10,21,22,no,no,4
1748,2235,15,20,14,17,18,no,no,4
1749,2824,18,12,6,17,22,yes,no,5
1750,3705,32,5,52,15,24,no,no,5
1751,1185,24,12,10,11,8,no,yes,2
1752,3095,33,7,48,23,18,no,no,4
1753,4168,34,5,24,17,24,yes,no,5
1754,3861,34,7,20,21,26,no,no,4
1755,2324,22,8,14,21,14,yes,no,1
1756,512,23,24,2,11,4,yes,no,2
1757,3379,37,3,40,21,14,no,no,2
1758,1512,21,28,14,23,10,yes,no,2
1759,4227,36,1,32,23,24,no,no,4
1760,1018,21,24,14,11,4,no,yes,1
1761,2915,24,12,2,17,16,no,no,2
1762,2953,21,16,14,23,26,no,no,4
1763,2417,20,20,6,17,26,no,no,5
1764,897,22,20,14,13,4,no,yes,2
1765,3995,38,7,52,19,24,no,no,5
1766,1704,20,28,14,21,6,yes,no,1
1767,1061,16,12,14,12,8,no,yes,1
1768,2814,24,16,6,15,18,no,no,4
1769,4191,34,7,56,15,16,no,no,2
1770,520,19,24,6,13,6,yes,no,1
1771,2244,24,8,2,15,18,yes,no,5
1772,3640,31,5,56,15,28,yes,no,4
1773,3242,33,7,36,21,26,no,no,4
1774,4299,30,3,16,23,20,no,no,4
1775,1141,16,20,2,13,4,no,yes,1
1776,3763,30,1,24,21,12,no,no,1
1777,1083,15,12,10,12,6,no,yes,1
1778,677,19,8,14,13,4,no,yes,2
1779,2416,24,28,2,15,20,yes,no,4
1780,4226,38,7,24,23,16,no,no,1
1781,3123,34,7,24,19,24,no,no,4
1782,3675,37,3,44,19,20,no,no,5
1783,2696,24,24,10,15,16,yes,no,2
1784,3094,33,5,52,17,24,no,no,4
1785,2440,24,16,10,17,30,yes,no,5
1786,3019,36,1,36,21,24,no,no,5
1787,1370,23,28,14,23,6,no,no,1
1788,2722,21,28,2,21,16,no,no,1
1789,1630,18,24,6,19,8,no,no,2
1790,3444,39,1,24,21,12,yes,no,1
1791,1468,24,28,6,23,6,yes,no,1
1792,1283,21,28,14,19,8,no,no,1
1793,1066,21,12,14,13,6,no,yes,1
1794,4061,31,5,56,19,18,no,no,4
1795,3724,31,1,24,17,14,yes,no,1
1796,2334,19,24,14,15,16,no,no,2
1797,888,23,8,6,13,4,yes,no,2
1798,3992,38,7,44,21,26,yes,no,5
1799,4141,39,7,16,19,22,no,no,5
1800,3024,34,1,16,23,14,yes,no,1
1801,2419,16,28,2,21,30,no,no,4
1802,3192,35,5,48,23,28,yes,no,5
1803,2412,19,16,6,21,30,yes,no,5
1804,2040,20,24,10,21,30,yes,no,5
1805,550,23,28,14,11,6,no,yes,2
1806,4262,37,1,32,15,20,no,no,5
1807,3743,35,5,28,15,20,no,no,5
1808,2891,21,8,2,21,18,no,no,4
1809,1367,22,12,10,21,10,no,no,1
1810,1019,24,8,6,11,4,no,yes,1
1811,2257,19,8,14,21,14,no,no,1
1812,2538,19,24,6,17,14,no,no,1
1813,763,16,8,10,12,6,no,yes,2
1814,2569,21,20,14,19,24,no,no,4
1815,856,19,20,2,11,10,yes,no,1
1816,1222,24,24,2,21,10,no,no,1
1817,2779,21,12,2,17,22,no,no,4
1818,3374,30,1,16,21,26,no,no,5
1819,1685,18,8,2,21,4,no,no,1
1820,4314,39,3,56,17,26,no,no,5
1821,3192,33,7,24,23,12,yes,no,2
1822,739,17,16,10,11,6,no,yes,2
1823,767,15,16,10,11,8,no,yes,1
1824,4274,34,5,48,15,12,no,no,1
1825,742,16,16,2,11,8,no,yes,2
1826,1183,18,24,2,11,8,no,yes,1
1827,3796,32,3,16,17,22,yes,no,4
1828,4037,37,7,60,15,26,no,no,4
1829,3490,36,7,36,17,26,no,no,5
1830,4093,30,1,32,17,20,no,no,5
1831,553,24,24,6,11,10,no,yes,1
1832,949,16,16,6,11,4,no,yes,1
1833,3573,33,3,20,23,12,no,no,2
1834,726,22,8,2,12,4,no,yes,1
1835,4263,36,5,60,17,26,no,no,4
1836,1187,16,8,10,13,10,no,yes,2
1837,3364,30,3,28,23,24,yes,no,5
1838,1027,23,16,14,11,8,no,yes,2
1839,3369,31,1,36,23,16,no,no,1
1840,2841,20,20,6,21,30,no,no,4
1841,3275,37,7,32,21,12,no,no,1
1842,3793,30,7,24,21,18,no,no,4
1843,3917,33,3,48,21,20,no,no,4
1844,2992,18,28,2,15,22,yes,no,5
1845,1216,16,16,6,19,6,yes,no,2
1846,886,17,20,2,11,6,no,yes,1
1847,1996,19,16,2,19,10,yes,no,2
1848,3285,38,1,20,23,26,no,no,5
1849,3448,35,5,28,19,30,yes,no,4
1850,3895,32,3,60,19,24,no,no,4
1851,1649,20,28,6,19,10,no,no,1
1852,696,23,20,6,12,4,yes,no,1
1853,2981,16,16,6,23,26,no,no,4
1854,3093,37,3,20,17,12,no,no,1
1855,3515,37,3,24,21,22,no,no,4
1856,1587,17,24,14,19,6,no,no,1
1857,4179,35,1,20,21,24,no,no,5
1858,3729,32,1,36,17,16,no,no,1
1859,2851,16,8,10,19,14,no,no,2
1860,1382,21,20,2,23,4,no,no,1
1861,2841,23,12,14,21,26,no,no,5
1862,1826,23,28,2,21,4,no,no,1
1863,2644,23,16,10,23,18,yes,no,4
1864,1408,21,8,14,19,6,yes,no,2
1865,3885,34,3,60,23,22,no,no,5
1866,4275,38,5,36,15,22,no,no,5
1867,1986,19,28,6,15,6,no,no,2
1868,3804,39,3,60,17,16,yes,no,2
1869,1413,22,20,14,17,8,no,no,2
1870,3377,36,5,48,23,30,no,no,4
1871,4190,30,5,24,23,20,no,no,5
1872,3834,33,7,36,21,22,no,no,5
1873,1440,23,28,6,15,10,yes,no,1
1874,947,24,16,10,12,8,no,yes,2
1875,4339,33,7,16,19,26,no,no,5
1876,1821,18,12,10,23,4,no,no,2
1877,3658,35,3,16,17,14,no,no,2
1878,1259,18,28,10,21,4,no,no,2
1879,1954,16,20,10,15,10,no,no,2
1880,1133,24,28,14,13,4,no,yes,1
1881,604,15,8,14,12,6,yes,no,2
1882,1931,20,28,14,21,10,no,no,2
1883,2351,22,8,2,15,24,no,no,5
1884,3590,31,1,56,19,22,no,no,5
1885,4248,32,3,48,17,12,yes,no,2
1886,3776,38,7,60,19,20,yes,no,5
1887,4209,37,5,24,23,22,no,no,4
1888,2072,18,28,14,23,20,yes,no,5
1889,4115,34,1,28,15,12,no,no,2
1890,4153,37,7,36,17,26,no,no,4
1891,1091,18,8,10,13,10,no,yes,2
1892,3843,38,3,44,23,26,no,no,4
1893,2509,23,24,14,17,16,no,no,2
1894,2219,20,24,2,23,24,no,no,5
1895,2320,20,28,14,17,14,yes,no,1
1896,842,20,16,6,11,8,no,yes,1
1897,2245,23,12,6,17,16,no,no,2
1898,1470,22,24,2,19,10,no,no,1
1899,4072,38,7,28,21,20,yes,no,4
1900,2393,23,20,2,21,28,no,no,5
1901,3296,33,7,20,21,24,yes,no,5
1902,1031,17,16,6,13,8,no,yes,2
1903,4044,39,3,48,15,14,yes,no,2
1904,1796,20,12,14,23,4,yes,no,1
1905,1272,15,24,2,19,4,yes,no,2
1906,2539,20,28,6,15,28,no,no,5
1907,1564,17,8,6,19,4,yes,no,1
1908,3355,37,7,36,23,14,no,no,2
1909,4216,30,7,40,17,20,yes,no,5
1910,1886,17,20,10,21,10,no,no,1
1911,1221,17,28,14,19,8,no,no,2
1912,1992,21,12,2,23,6,yes,no,1
1913,3897,36,1,20,21,18,no,no,5
1914,2666,21,28,6,21,22,no,no,4
1915,2655,16,28,14,19,14,no,no,1
1916,603,18,24,2,12,10,no,yes,2
1917,1298,20,16,14,23,6,no,no,2
1918,2777,21,24,6,15,20,no,no,5
1919,2424,15,8,2,17,24,yes,no,4
1920,3917,39,3,20,23,26,no,no,4
1921,1277,16,24,2,21,10,no,no,2
1922,3550,32,5,20,21,20,no,no,5
1923,1965,18,8,10,23,10,no,no,2
1924,1614,17,28,14,15,4,no,no,2
1925,1755,23,8,14,21,6,no,no,1
1926,711,17,20,14,11,8,no,yes,1
1927,2534,19,16,2,19,16,no,no,2
